symbol	section	namespace	name	GMSJ01	GMSJ01.size	GMSE01	GMSE01.size	GMSP01	GMSP01.size	GMSJ0A	GMSJ0A.size
@1957	.sdata2	MSound	@1957	8040E11C	4	8040F154	4	80406834	4	80400054	4
@1958	.sdata2	MSound	@1958	8040E120	4	8040F158	4	80406838	4	80400058	4
@1959	.sdata2	MSound	@1959	8040E124	4	8040F15C	4	8040683C	4	8040005C	4
@2036	.sdata2	MSound	@2036	8040E128	4	8040F160	4	80406840	4	80400060	4
@2058	.sdata2	MSound	@2058	8040E12C	4	8040F164	4	80406844	4	80400064	4
@2059	.sdata2	MSound	@2059	8040E130	4	8040F168	4	80406848	4	80400068	4
@2080	.sdata2	MSound	@2080	8040E148	4	8040F180	4	80406860	4	80400080	4
@2016	.sdata2	MSound	@2016	8040E150	4	8040F188	4	80406868	4	80400088	4
@2017	.sdata2	MSound	@2017	8040E154	4	8040F18C	4	8040686C	4	8040008C	4
@2018	.sdata2	MSound	@2018	8040E158	4	8040F190	4	80406870	4	80400090	4
@2019	.sdata2	MSound	@2019	8040E15C	4	8040F194	4	80406874	4	80400094	4
@2039	.sdata2	MSound	@2039	8040E160	4	8040F198	4	80406878	4	80400098	4
@2040	.sdata2	MSound	@2040	8040E164	4	8040F19C	4	8040687C	4	8040009C	4
@2041	.sdata2	MSound	@2041	8040E168	4	8040F1A0	4	80406880	4	804000A0	4
@2850	.sdata2	MoveBG	@2850	8040E170	4	80412D68	4	8040A2B8	4	804035F0	4
@2851	.sdata2	MoveBG	@2851	8040E174	4	80412D6C	4	8040A2BC	4	804035F4	4
@2861	.sdata2	MoveBG	@2861	8040E178	4	80412D70	4	8040A2C0	4	804035F8	4
@2995	.sdata2	MoveBG	@2995	8040E180	4	80412D78	4	8040A2C8	4	80403600	4
@3006	.sdata2	MoveBG	@3006	8040E184	4	80412D7C	4	8040A2CC	4	80403604	4
@3068	.sdata2	MoveBG	@3068	8040E188	4	80412D80	4	8040A2D0	4	80403608	4
@3322	.sdata2	MoveBG	@3322	8040E18C	4	80412D84	4	8040A2D4	4	8040360C	4
no_data_anim_info	.sdata2	MoveBG	no_data_anim_info	8040E198	8	80412D90	8	8040A2E0	8	80403618	8
normal_sound_info	.sdata2	MoveBG	normal_sound_info	8040E1A0	8	80412D98	8	8040A2E8	8	80403620	8
@2770	.sdata2	MoveBG	@2770	8040E1A8	8	80412DA0	8	8040A2F0	8	80403628	8
billboard_dolphin_anim_info	.sdata2	MoveBG	billboard_dolphin_anim_info	8040E1B0	8	80412DA8	8	8040A2F8	8	80403630	8
billboard_sun_anim_info	.sdata2	MoveBG	billboard_sun_anim_info	8040E1B8	8	80412DB0	8	8040A300	8	80403638	8
billboard_restaurant_anim_info	.sdata2	MoveBG	billboard_restaurant_anim_info	8040E1C0	8	80412DB8	8	8040A308	8	80403640	8
billboard_fish_anim_info	.sdata2	MoveBG	billboard_fish_anim_info	8040E1C8	8	80412DC0	8	8040A310	8	80403648	8
@2783	.sdata2	MoveBG	@2783	8040E1D0	8	80412DC8	8	8040A318	8	80403650	8
MonteChair_anim_info	.sdata2	MoveBG	MonteChair_anim_info	8040E1D8	8	80412DD0	8	8040A320	8	80403658	8
@2798	.sdata2	MoveBG	@2798	8040E1E0	5	80412DD8	5	8040A328	5	80403660	5
doorHotel_anim_info	.sdata2	MoveBG	doorHotel_anim_info	8040E1E8	8	80412DE0	8	8040A330	8	80403668	8
@2802	.sdata2	MoveBG	@2802	8040E1F0	8	80412DE8	8	8040A338	8	80403670	8
manhole_anim_info	.sdata2	MoveBG	manhole_anim_info	8040E1F8	8	80412DF0	8	8040A340	8	80403678	8
manhole_map_collision_info	.sdata2	MoveBG	manhole_map_collision_info	8040E200	8	80412DF8	8	8040A348	8	80403680	8
@2804	.sdata2	MoveBG	@2804	8040E208	7	80412E00	7	8040A350	7	80403688	7
FruitBasket_anim_info	.sdata2	MoveBG	FruitBasket_anim_info	8040E210	8	80412E08	8	8040A358	8	80403690	8
@2805	.sdata2	MoveBG	@2805	8040E218	7	80412E10	7	8040A360	7	80403698	7
FruitBasket_map_collision_data	.sdata2	MoveBG	FruitBasket_map_collision_data	8040E220	8	80412E18	8	8040A368	8	804036A0	8
FruitBasket_map_collision_info	.sdata2	MoveBG	FruitBasket_map_collision_info	8040E228	8	80412E20	8	8040A370	8	804036A8	8
BasketReverse_anim_info	.sdata2	MoveBG	BasketReverse_anim_info	8040E230	8	80412E28	8	8040A378	8	804036B0	8
BasketReverse_map_collision_data	.sdata2	MoveBG	BasketReverse_map_collision_data	8040E238	8	80412E30	8	8040A380	8	804036B8	8
BasketReverse_map_collision_info	.sdata2	MoveBG	BasketReverse_map_collision_info	8040E240	8	80412E38	8	8040A388	8	804036C0	8
@2809	.sdata2	MoveBG	@2809	8040E248	5	80412E40	5	8040A390	5	804036C8	5
Pile_map_collision_data	.sdata2	MoveBG	Pile_map_collision_data	8040E250	8	80412E48	8	8040A398	8	804036D0	8
Pile_map_collision_info	.sdata2	MoveBG	Pile_map_collision_info	8040E258	8	80412E50	8	8040A3A0	8	804036D8	8
ChipShine_anim_info	.sdata2	MoveBG	ChipShine_anim_info	8040E260	8	80412E58	8	8040A3A8	8	804036E0	8
KoopaJrSignM_anim_info	.sdata2	MoveBG	KoopaJrSignM_anim_info	8040E268	8	80412E60	8	8040A3B0	8	804036E8	8
SignCircle_anim_info	.sdata2	MoveBG	SignCircle_anim_info	8040E270	8	80412E68	8	8040A3B8	8	804036F0	8
SignCross_anim_info	.sdata2	MoveBG	SignCross_anim_info	8040E278	8	80412E70	8	8040A3C0	8	804036F8	8
SignTriangle_anim_info	.sdata2	MoveBG	SignTriangle_anim_info	8040E280	8	80412E78	8	8040A3C8	8	80403700	8
ObjSwitch_map_collision_data	.sdata2	MoveBG	ObjSwitch_map_collision_data	8040E288	8	80412E80	8	8040A3D0	8	80403708	8
ObjSwitch_map_collision_info	.sdata2	MoveBG	ObjSwitch_map_collision_info	8040E290	8	80412E88	8	8040A3D8	8	80403710	8
RedCoinSwitch_map_collision_data	.sdata2	MoveBG	RedCoinSwitch_map_collision_data	8040E298	8	80412E90	8	8040A3E0	8	80403718	8
RedCoinSwitch_map_collision_info	.sdata2	MoveBG	RedCoinSwitch_map_collision_info	8040E2A0	8	80412E98	8	8040A3E8	8	80403720	8
@2832	.sdata2	MoveBG	@2832	8040E2A8	7	80412EA0	7	8040A3F0	7	80403728	7
coin_sound_info	.sdata2	MoveBG	coin_sound_info	8040E2B0	8	80412EA8	8	8040A3F8	8	80403730	8
@2844	.sdata2	MoveBG	@2844	8040E2B8	5	80412EB0	5	8040A400	5	80403738	5
@2848	.sdata2	MoveBG	@2848	8040E2C0	6	80412EB8	6	8040A408	6	80403740	6
mario_cap_anim_info	.sdata2	MoveBG	mario_cap_anim_info	8040E2C8	8	80412EC0	8	8040A410	8	80403748	8
coin_anim_info	.sdata2	MoveBG	coin_anim_info	8040E2D0	8	80412EC8	8	8040A418	8	80403750	8
eggYoshi_anim_info	.sdata2	MoveBG	eggYoshi_anim_info	8040E2D8	8	80412ED0	8	8040A420	8	80403758	8
NozzleBox_anim_info	.sdata2	MoveBG	NozzleBox_anim_info	8040E2E0	8	80412ED8	8	8040A428	8	80403760	8
mushroom1up_anim_info	.sdata2	MoveBG	mushroom1up_anim_info	8040E2E8	8	80412EE0	8	8040A430	8	80403768	8
jumpbase_anim_info	.sdata2	MoveBG	jumpbase_anim_info	8040E2F0	8	80412EE8	8	8040A438	8	80403770	8
jumpbase_map_collision_data	.sdata2	MoveBG	jumpbase_map_collision_data	8040E2F8	8	80412EF0	8	8040A440	8	80403778	8
jumpbase_map_collision_info	.sdata2	MoveBG	jumpbase_map_collision_info	8040E300	8	80412EF8	8	8040A448	8	80403780	8
fruit_sound_info	.sdata2	MoveBG	fruit_sound_info	8040E308	8	80412F00	8	8040A450	8	80403788	8
CoverPine_anim_info	.sdata2	MoveBG	CoverPine_anim_info	8040E310	8	80412F08	8	8040A458	8	80403790	8
durian_sound_info	.sdata2	MoveBG	durian_sound_info	8040E318	8	80412F10	8	8040A460	8	80403798	8
fence3x3_anim_info	.sdata2	MoveBG	fence3x3_anim_info	8040E320	8	80412F18	8	8040A468	8	804037A0	8
fence_revolve_outer_anim_info	.sdata2	MoveBG	fence_revolve_outer_anim_info	8040E328	8	80412F20	8	8040A470	8	804037A8	8
FenceWaterV_map_collision_data	.sdata2	MoveBG	FenceWaterV_map_collision_data	8040E330	8	80412F28	8	8040A478	8	804037B0	8
FenceWaterV_map_collision_info	.sdata2	MoveBG	FenceWaterV_map_collision_info	8040E338	8	80412F30	8	8040A480	8	804037B8	8
FenceWaterH_map_collision_info	.sdata2	MoveBG	FenceWaterH_map_collision_info	8040E340	8	80412F38	8	8040A488	8	804037C0	8
RailFence_anim_info	.sdata2	MoveBG	RailFence_anim_info	8040E348	8	80412F40	8	8040A490	8	804037C8	8
RailFence_map_collision_info	.sdata2	MoveBG	RailFence_map_collision_info	8040E350	8	80412F48	8	8040A498	8	804037D0	8
BambooRailFence_anim_info	.sdata2	MoveBG	BambooRailFence_anim_info	8040E358	8	80412F50	8	8040A4A0	8	804037D8	8
wood_barrel_anim_info	.sdata2	MoveBG	wood_barrel_anim_info	8040E360	8	80412F58	8	8040A4A8	8	804037E0	8
@2906	.sdata2	MoveBG	@2906	8040E368	7	80412F60	7	8040A4B0	7	804037E8	7
wood_barrel_map_collision_info	.sdata2	MoveBG	wood_barrel_map_collision_info	8040E370	8	80412F68	8	8040A4B8	8	804037F0	8
wood_barrel_sound_info	.sdata2	MoveBG	wood_barrel_sound_info	8040E378	8	80412F70	8	8040A4C0	8	804037F8	8
wood_barrel_sink_data	.sdata2	MoveBG	wood_barrel_sink_data	8040E380	8	80412F78	8	8040A4C8	8	80403800	8
barrel_float_map_collision_data	.sdata2	MoveBG	barrel_float_map_collision_data	8040E388	8	80412F80	8	8040A4D0	8	80403808	8
barrel_float_map_collision_info	.sdata2	MoveBG	barrel_float_map_collision_info	8040E390	8	80412F88	8	8040A4D8	8	80403810	8
drum_can_anim_info	.sdata2	MoveBG	drum_can_anim_info	8040E398	8	80412F90	8	8040A4E0	8	80403818	8
drum_can_map_collision_info	.sdata2	MoveBG	drum_can_map_collision_info	8040E3A0	8	80412F98	8	8040A4E8	8	80403820	8
barrel_oil_anim_info	.sdata2	MoveBG	barrel_oil_anim_info	8040E3A8	8	80412FA0	8	8040A4F0	8	80403828	8
warp_block_map_collision_data	.sdata2	MoveBG	warp_block_map_collision_data	8040E3B0	8	80412FA8	8	8040A4F8	8	80403830	8
warp_block_map_collision_info	.sdata2	MoveBG	warp_block_map_collision_info	8040E3B8	8	80412FB0	8	8040A500	8	80403838	8
move_block_map_collision_data	.sdata2	MoveBG	move_block_map_collision_data	8040E3C0	8	80412FB8	8	8040A508	8	80403840	8
move_block_map_collision_info	.sdata2	MoveBG	move_block_map_collision_info	8040E3C8	8	80412FC0	8	8040A510	8	80403848	8
move_block_center_map_collision_data	.sdata2	MoveBG	move_block_center_map_collision_data	8040E3D0	8	80412FC8	8	8040A518	8	80403850	8
move_block_center_map_collision_info	.sdata2	MoveBG	move_block_center_map_collision_info	8040E3D8	8	80412FD0	8	8040A520	8	80403858	8
breakable_block_anim_info	.sdata2	MoveBG	breakable_block_anim_info	8040E3E0	8	80412FD8	8	8040A528	8	80403860	8
breakable_block_map_collision_data	.sdata2	MoveBG	breakable_block_map_collision_data	8040E3E8	8	80412FE0	8	8040A530	8	80403868	8
breakable_block_map_collision_info	.sdata2	MoveBG	breakable_block_map_collision_info	8040E3F0	8	80412FE8	8	8040A538	8	80403870	8
water_roll_block_anim_info	.sdata2	MoveBG	water_roll_block_anim_info	8040E3F8	8	80412FF0	8	8040A540	8	80403878	8
water_roll_block_map_collision_data	.sdata2	MoveBG	water_roll_block_map_collision_data	8040E400	8	80412FF8	8	8040A548	8	80403880	8
water_roll_block_map_collision_info	.sdata2	MoveBG	water_roll_block_map_collision_info	8040E408	8	80413000	8	8040A550	8	80403888	8
sand_block_anim_info	.sdata2	MoveBG	sand_block_anim_info	8040E410	8	80413008	8	8040A558	8	80403890	8
sand_block_map_collision_info	.sdata2	MoveBG	sand_block_map_collision_info	8040E418	8	80413010	8	8040A560	8	80403898	8
MoveCoin_anim_info	.sdata2	MoveBG	MoveCoin_anim_info	8040E420	8	80413018	8	8040A568	8	804038A0	8
cluster_block_anim_info	.sdata2	MoveBG	cluster_block_anim_info	8040E428	8	80413020	8	8040A570	8	804038A8	8
NormalBlock_map_collision_data	.sdata2	MoveBG	NormalBlock_map_collision_data	8040E430	8	80413028	8	8040A578	8	804038B0	8
NormalBlock_map_collision_info	.sdata2	MoveBG	NormalBlock_map_collision_info	8040E438	8	80413030	8	8040A580	8	804038B8	8
IceBlock_map_collision_data	.sdata2	MoveBG	IceBlock_map_collision_data	8040E440	8	80413038	8	8040A588	8	804038C0	8
IceBlock_map_collision_info	.sdata2	MoveBG	IceBlock_map_collision_info	8040E448	8	80413040	8	8040A590	8	804038C8	8
BrickBlock_anim_info	.sdata2	MoveBG	BrickBlock_anim_info	8040E450	8	80413048	8	8040A598	8	804038D0	8
BrickBlock_map_collision_data	.sdata2	MoveBG	BrickBlock_map_collision_data	8040E458	8	80413050	8	8040A5A0	8	804038D8	8
BrickBlock_map_collision_info	.sdata2	MoveBG	BrickBlock_map_collision_info	8040E460	8	80413058	8	8040A5A8	8	804038E0	8
WaterMelonBlock_anim_info	.sdata2	MoveBG	WaterMelonBlock_anim_info	8040E468	8	80413060	8	8040A5B0	8	804038E8	8
WaterMelonBlock_map_collision_data	.sdata2	MoveBG	WaterMelonBlock_map_collision_data	8040E470	8	80413068	8	8040A5B8	8	804038F0	8
WaterMelonBlock_map_collision_info	.sdata2	MoveBG	WaterMelonBlock_map_collision_info	8040E478	8	80413070	8	8040A5C0	8	804038F8	8
TelesaBlock_map_collision_data	.sdata2	MoveBG	TelesaBlock_map_collision_data	8040E480	8	80413078	8	8040A5C8	8	80403900	8
TelesaBlock_map_collision_info	.sdata2	MoveBG	TelesaBlock_map_collision_info	8040E488	8	80413080	8	8040A5D0	8	80403908	8
JuiceBlock_map_collision_data	.sdata2	MoveBG	JuiceBlock_map_collision_data	8040E490	8	80413088	8	8040A5D8	8	80403910	8
JuiceBlock_map_collision_info	.sdata2	MoveBG	JuiceBlock_map_collision_info	8040E498	8	80413090	8	8040A5E0	8	80403918	8
SuperHipDropBlock_anim_info	.sdata2	MoveBG	SuperHipDropBlock_anim_info	8040E4A0	8	80413098	8	8040A5E8	8	80403920	8
SuperHipDropBlock_map_collision_data	.sdata2	MoveBG	SuperHipDropBlock_map_collision_data	8040E4A8	8	804130A0	8	8040A5F0	8	80403928	8
SuperHipDropBlock_map_collision_info	.sdata2	MoveBG	SuperHipDropBlock_map_collision_info	8040E4B0	8	804130A8	8	8040A5F8	8	80403930	8
PalmNormal_anim_info	.sdata2	MoveBG	PalmNormal_anim_info	8040E4B8	8	804130B0	8	8040A600	8	80403938	8
PalmNormalTree_map_collision_data	.sdata2	MoveBG	PalmNormalTree_map_collision_data	8040E4C0	8	804130B8	8	8040A608	8	80403940	8
PalmNormalTree_map_collision_info	.sdata2	MoveBG	PalmNormalTree_map_collision_info	8040E4C8	8	804130C0	8	8040A610	8	80403948	8
PalmOugiTree_map_collision_data	.sdata2	MoveBG	PalmOugiTree_map_collision_data	8040E4D0	8	804130C8	8	8040A618	8	80403950	8
PalmOugiTree_map_collision_info	.sdata2	MoveBG	PalmOugiTree_map_collision_info	8040E4D8	8	804130D0	8	8040A620	8	80403958	8
PalmSagoTree_map_collision_data	.sdata2	MoveBG	PalmSagoTree_map_collision_data	8040E4E0	8	804130D8	8	8040A628	8	80403960	8
PalmSagoTree_map_collision_info	.sdata2	MoveBG	PalmSagoTree_map_collision_info	8040E4E8	8	804130E0	8	8040A630	8	80403968	8
PalmNatumeTree_map_collision_data	.sdata2	MoveBG	PalmNatumeTree_map_collision_data	8040E4F0	8	804130E8	8	8040A638	8	80403970	8
PalmNatumeTree_map_collision_info	.sdata2	MoveBG	PalmNatumeTree_map_collision_info	8040E4F8	8	804130F0	8	8040A640	8	80403978	8
PalmLeaf_anim_info	.sdata2	MoveBG	PalmLeaf_anim_info	8040E500	8	804130F8	8	8040A648	8	80403980	8
PalmLeafTree_map_collision_data	.sdata2	MoveBG	PalmLeafTree_map_collision_data	8040E508	8	80413100	8	8040A650	8	80403988	8
PalmLeafTree_map_collision_info	.sdata2	MoveBG	PalmLeafTree_map_collision_info	8040E510	8	80413108	8	8040A658	8	80403990	8
BananaTree_anim_info	.sdata2	MoveBG	BananaTree_anim_info	8040E518	8	80413110	8	8040A660	8	80403998	8
BananaTree_map_collision_data	.sdata2	MoveBG	BananaTree_map_collision_data	8040E520	8	80413118	8	8040A668	8	804039A0	8
BananaTree_map_collision_info	.sdata2	MoveBG	BananaTree_map_collision_info	8040E528	8	80413120	8	8040A670	8	804039A8	8
FruitTree_map_collision_data	.sdata2	MoveBG	FruitTree_map_collision_data	8040E530	8	80413128	8	8040A678	8	804039B0	8
FruitTree_map_collision_info	.sdata2	MoveBG	FruitTree_map_collision_info	8040E538	8	80413130	8	8040A680	8	804039B8	8
@2981	.sdata2	MoveBG	@2981	8040E540	7	80413138	7	8040A688	7	804039C0	7
flowerOrange_anim_info	.sdata2	MoveBG	flowerOrange_anim_info	8040E548	8	80413140	8	8040A690	8	804039C8	8
flowerPink_anim_info	.sdata2	MoveBG	flowerPink_anim_info	8040E550	8	80413148	8	8040A698	8	804039D0	8
flowerPurple_anim_info	.sdata2	MoveBG	flowerPurple_anim_info	8040E558	8	80413150	8	8040A6A0	8	804039D8	8
flowerRed_anim_info	.sdata2	MoveBG	flowerRed_anim_info	8040E560	8	80413158	8	8040A6A8	8	804039E0	8
flowerYellow_anim_info	.sdata2	MoveBG	flowerYellow_anim_info	8040E568	8	80413160	8	8040A6B0	8	804039E8	8
flowerSunflower_anim_info	.sdata2	MoveBG	flowerSunflower_anim_info	8040E570	8	80413168	8	8040A6B8	8	804039F0	8
pole_sound_info	.sdata2	MoveBG	pole_sound_info	8040E578	8	80413170	8	8040A6C0	8	804039F8	8
dptlight_anim_info	.sdata2	MoveBG	dptlight_anim_info	8040E580	8	80413178	8	8040A6C8	8	80403A00	8
streetlamp_map_collision_info	.sdata2	MoveBG	streetlamp_map_collision_info	8040E588	8	80413180	8	8040A6D0	8	80403A08	8
football_anim_info	.sdata2	MoveBG	football_anim_info	8040E590	8	80413188	8	8040A6D8	8	80403A10	8
football_sound_info	.sdata2	MoveBG	football_sound_info	8040E598	8	80413190	8	8040A6E0	8	80403A18	8
football_goal_anim_info	.sdata2	MoveBG	football_goal_anim_info	8040E5A0	8	80413198	8	8040A6E8	8	80403A20	8
football_goal_map_collision_info	.sdata2	MoveBG	football_goal_map_collision_info	8040E5A8	8	804131A0	8	8040A6F0	8	80403A28	8
Watermelon_anim_info	.sdata2	MoveBG	Watermelon_anim_info	8040E5B0	8	804131A8	8	8040A6F8	8	80403A30	8
watermelon_sound_info	.sdata2	MoveBG	watermelon_sound_info	8040E5B8	8	804131B0	8	8040A700	8	80403A38	8
WatermelonStatic_anim_info	.sdata2	MoveBG	WatermelonStatic_anim_info	8040E5C0	8	804131B8	8	8040A708	8	80403A40	8
cloud_anim_info	.sdata2	MoveBG	cloud_anim_info	8040E5C8	8	804131C0	8	8040A710	8	80403A48	8
@3022	.sdata2	MoveBG	@3022	8040E5D0	6	804131C8	6	8040A718	6	80403A50	6
cloud_map_collision_data	.sdata2	MoveBG	cloud_map_collision_data	8040E5D8	8	804131D0	8	8040A720	8	80403A58	8
cloud_map_collision_info	.sdata2	MoveBG	cloud_map_collision_info	8040E5E0	8	804131D8	8	8040A728	8	80403A60	8
normallift_anim_info	.sdata2	MoveBG	normallift_anim_info	8040E5E8	8	804131E0	8	8040A730	8	80403A68	8
normallift_map_collision_data	.sdata2	MoveBG	normallift_map_collision_data	8040E5F0	8	804131E8	8	8040A738	8	80403A70	8
normallift_map_collision_info	.sdata2	MoveBG	normallift_map_collision_info	8040E5F8	8	804131F0	8	8040A740	8	80403A78	8
exrollcube_anim_info	.sdata2	MoveBG	exrollcube_anim_info	8040E600	8	804131F8	8	8040A748	8	80403A80	8
exrollcube_map_collision_data	.sdata2	MoveBG	exrollcube_map_collision_data	8040E608	8	80413200	8	8040A750	8	80403A88	8
exrollcube_map_collision_info	.sdata2	MoveBG	exrollcube_map_collision_info	8040E610	8	80413208	8	8040A758	8	80403A90	8
exkickboard_anim_info	.sdata2	MoveBG	exkickboard_anim_info	8040E618	8	80413210	8	8040A760	8	80403A98	8
exkickboard_map_collision_data	.sdata2	MoveBG	exkickboard_map_collision_data	8040E620	8	80413218	8	8040A768	8	80403AA0	8
exkickboard_map_collision_info	.sdata2	MoveBG	exkickboard_map_collision_info	8040E628	8	80413220	8	8040A770	8	80403AA8	8
railblockr_anim_info	.sdata2	MoveBG	railblockr_anim_info	8040E630	8	80413228	8	8040A778	8	80403AB0	8
railblocky_anim_info	.sdata2	MoveBG	railblocky_anim_info	8040E638	8	80413230	8	8040A780	8	80403AB8	8
railblockb_anim_info	.sdata2	MoveBG	railblockb_anim_info	8040E640	8	80413238	8	8040A788	8	80403AC0	8
railblock_map_collision_data	.sdata2	MoveBG	railblock_map_collision_data	8040E648	8	80413240	8	8040A790	8	80403AC8	8
railblock_map_collision_info	.sdata2	MoveBG	railblock_map_collision_info	8040E650	8	80413248	8	8040A798	8	80403AD0	8
umaibou_anim_info	.sdata2	MoveBG	umaibou_anim_info	8040E658	8	80413250	8	8040A7A0	8	80403AD8	8
@3042	.sdata2	MoveBG	@3042	8040E660	8	80413258	8	8040A7A8	8	80403AE0	8
umaibou_map_collision_data	.sdata2	MoveBG	umaibou_map_collision_data	8040E668	8	80413260	8	8040A7B0	8	80403AE8	8
umaibou_map_collision_info	.sdata2	MoveBG	umaibou_map_collision_info	8040E670	8	80413268	8	8040A7B8	8	80403AF0	8
kamaboko_anim_info	.sdata2	MoveBG	kamaboko_anim_info	8040E678	8	80413270	8	8040A7C0	8	80403AF8	8
kamaboko_map_collision_data	.sdata2	MoveBG	kamaboko_map_collision_data	8040E680	8	80413278	8	8040A7C8	8	80403B00	8
kamaboko_map_collision_info	.sdata2	MoveBG	kamaboko_map_collision_info	8040E688	8	80413280	8	8040A7D0	8	80403B08	8
getag_anim_info	.sdata2	MoveBG	getag_anim_info	8040E690	8	80413288	8	8040A7D8	8	80403B10	8
getao_anim_info	.sdata2	MoveBG	getao_anim_info	8040E698	8	80413290	8	8040A7E0	8	80403B18	8
@3047	.sdata2	MoveBG	@3047	8040E6A0	5	80413298	5	8040A7E8	5	80403B20	5
geta_map_collision_data	.sdata2	MoveBG	geta_map_collision_data	8040E6A8	8	804132A0	8	8040A7F0	8	80403B28	8
geta_map_collision_info	.sdata2	MoveBG	geta_map_collision_info	8040E6B0	8	804132A8	8	8040A7F8	8	80403B30	8
@3048	.sdata2	MoveBG	@3048	8040E6B8	6	804132B0	6	8040A800	6	80403B38	6
@3049	.sdata2	MoveBG	@3049	8040E6C0	6	804132B8	6	8040A808	6	80403B40	6
uirou_anim_info	.sdata2	MoveBG	uirou_anim_info	8040E6C8	8	804132C0	8	8040A810	8	80403B48	8
@3051	.sdata2	MoveBG	@3051	8040E6D0	6	804132C8	6	8040A818	6	80403B50	6
uirou_map_collision_data	.sdata2	MoveBG	uirou_map_collision_data	8040E6D8	8	804132D0	8	8040A820	8	80403B58	8
uirou_map_collision_info	.sdata2	MoveBG	uirou_map_collision_info	8040E6E0	8	804132D8	8	8040A828	8	80403B60	8
hikidashi_anim_info	.sdata2	MoveBG	hikidashi_anim_info	8040E6E8	8	804132E0	8	8040A830	8	80403B68	8
hikidashi_map_collision_data	.sdata2	MoveBG	hikidashi_map_collision_data	8040E6F0	8	804132E8	8	8040A838	8	80403B70	8
hikidashi_map_collision_info	.sdata2	MoveBG	hikidashi_map_collision_info	8040E6F8	8	804132F0	8	8040A840	8	80403B78	8
castella_anim_info	.sdata2	MoveBG	castella_anim_info	8040E700	8	804132F8	8	8040A848	8	80403B80	8
castella_map_collision_data	.sdata2	MoveBG	castella_map_collision_data	8040E708	8	80413300	8	8040A850	8	80403B88	8
castella_map_collision_info	.sdata2	MoveBG	castella_map_collision_info	8040E710	8	80413308	8	8040A858	8	80403B90	8
yoshiblock_anim_info	.sdata2	MoveBG	yoshiblock_anim_info	8040E718	8	80413310	8	8040A860	8	80403B98	8
yoshiblock_map_collision_data	.sdata2	MoveBG	yoshiblock_map_collision_data	8040E720	8	80413318	8	8040A868	8	80403BA0	8
yoshiblock_map_collision_info	.sdata2	MoveBG	yoshiblock_map_collision_info	8040E728	8	80413320	8	8040A870	8	80403BA8	8
WoodBlockTriangle_map_collision_data	.sdata2	MoveBG	WoodBlockTriangle_map_collision_data	8040E730	8	80413328	8	8040A878	8	80403BB0	8
WoodBlockTriangle_map_collision_info	.sdata2	MoveBG	WoodBlockTriangle_map_collision_info	8040E738	8	80413330	8	8040A880	8	80403BB8	8
WoodBlockPyramid_map_collision_data	.sdata2	MoveBG	WoodBlockPyramid_map_collision_data	8040E740	8	80413338	8	8040A888	8	80403BC0	8
WoodBlockPyramid_map_collision_info	.sdata2	MoveBG	WoodBlockPyramid_map_collision_info	8040E748	8	80413340	8	8040A890	8	80403BC8	8
WoodBlockLong_map_collision_data	.sdata2	MoveBG	WoodBlockLong_map_collision_data	8040E750	8	80413348	8	8040A898	8	80403BD0	8
WoodBlockLong_map_collision_info	.sdata2	MoveBG	WoodBlockLong_map_collision_info	8040E758	8	80413350	8	8040A8A0	8	80403BD8	8
WoodBlockLarge_map_collision_data	.sdata2	MoveBG	WoodBlockLarge_map_collision_data	8040E760	8	80413358	8	8040A8A8	8	80403BE0	8
WoodBlockLarge_map_collision_info	.sdata2	MoveBG	WoodBlockLarge_map_collision_info	8040E768	8	80413360	8	8040A8B0	8	80403BE8	8
WoodBlockCone_map_collision_data	.sdata2	MoveBG	WoodBlockCone_map_collision_data	8040E770	8	80413368	8	8040A8B8	8	80403BF0	8
WoodBlockCone_map_collision_info	.sdata2	MoveBG	WoodBlockCone_map_collision_info	8040E778	8	80413370	8	8040A8C0	8	80403BF8	8
WoodBlockL_map_collision_data	.sdata2	MoveBG	WoodBlockL_map_collision_data	8040E780	8	80413378	8	8040A8C8	8	80403C00	8
WoodBlockL_map_collision_info	.sdata2	MoveBG	WoodBlockL_map_collision_info	8040E788	8	80413380	8	8040A8D0	8	80403C08	8
WoodBlockBridge_map_collision_data	.sdata2	MoveBG	WoodBlockBridge_map_collision_data	8040E790	8	80413388	8	8040A8D8	8	80403C10	8
WoodBlockBridge_map_collision_info	.sdata2	MoveBG	WoodBlockBridge_map_collision_info	8040E798	8	80413390	8	8040A8E0	8	80403C18	8
WoodBlockCube_map_collision_data	.sdata2	MoveBG	WoodBlockCube_map_collision_data	8040E7A0	8	80413398	8	8040A8E8	8	80403C20	8
WoodBlockCube_map_collision_info	.sdata2	MoveBG	WoodBlockCube_map_collision_info	8040E7A8	8	804133A0	8	8040A8F0	8	80403C28	8
normalvariant0_map_collision_data	.sdata2	MoveBG	normalvariant0_map_collision_data	8040E7B0	8	804133A8	8	8040A8F8	8	80403C30	8
normalvariant0_map_collision_info	.sdata2	MoveBG	normalvariant0_map_collision_info	8040E7B8	8	804133B0	8	8040A900	8	80403C38	8
normalvariant1_map_collision_data	.sdata2	MoveBG	normalvariant1_map_collision_data	8040E7C0	8	804133B8	8	8040A908	8	80403C40	8
normalvariant1_map_collision_info	.sdata2	MoveBG	normalvariant1_map_collision_info	8040E7C8	8	804133C0	8	8040A910	8	80403C48	8
