symbol	section	namespace	name	GMSJ01	GMSJ01.size	GMSE01	GMSE01.size	GMSP01	GMSP01.size	GMSJ0A	GMSJ0A.size
normalvariant2_map_collision_data	.sdata2	MoveBG	normalvariant2_map_collision_data	8040E7D0	8	804133C8	8	8040A918	8	80403C50	8
normalvariant2_map_collision_info	.sdata2	MoveBG	normalvariant2_map_collision_info	8040E7D8	8	804133D0	8	8040A920	8	80403C58	8
normalvariant3_map_collision_data	.sdata2	MoveBG	normalvariant3_map_collision_data	8040E7E0	8	804133D8	8	8040A928	8	80403C60	8
normalvariant3_map_collision_info	.sdata2	MoveBG	normalvariant3_map_collision_info	8040E7E8	8	804133E0	8	8040A930	8	80403C68	8
normalvariant4_map_collision_data	.sdata2	MoveBG	normalvariant4_map_collision_data	8040E7F0	8	804133E8	8	8040A938	8	80403C70	8
normalvariant4_map_collision_info	.sdata2	MoveBG	normalvariant4_map_collision_info	8040E7F8	8	804133F0	8	8040A940	8	80403C78	8
railvariant0_map_collision_data	.sdata2	MoveBG	railvariant0_map_collision_data	8040E800	8	804133F8	8	8040A948	8	80403C80	8
railvariant0_map_collision_info	.sdata2	MoveBG	railvariant0_map_collision_info	8040E808	8	80413400	8	8040A950	8	80403C88	8
railvariant1_map_collision_data	.sdata2	MoveBG	railvariant1_map_collision_data	8040E810	8	80413408	8	8040A958	8	80403C90	8
railvariant1_map_collision_info	.sdata2	MoveBG	railvariant1_map_collision_info	8040E818	8	80413410	8	8040A960	8	80403C98	8
railvariant2_map_collision_data	.sdata2	MoveBG	railvariant2_map_collision_data	8040E820	8	80413418	8	8040A968	8	80403CA0	8
railvariant2_map_collision_info	.sdata2	MoveBG	railvariant2_map_collision_info	8040E828	8	80413420	8	8040A970	8	80403CA8	8
railvariant3_map_collision_data	.sdata2	MoveBG	railvariant3_map_collision_data	8040E830	8	80413428	8	8040A978	8	80403CB0	8
railvariant3_map_collision_info	.sdata2	MoveBG	railvariant3_map_collision_info	8040E838	8	80413430	8	8040A980	8	80403CB8	8
railvariant4_map_collision_data	.sdata2	MoveBG	railvariant4_map_collision_data	8040E840	8	80413438	8	8040A988	8	80403CC0	8
railvariant4_map_collision_info	.sdata2	MoveBG	railvariant4_map_collision_info	8040E848	8	80413440	8	8040A990	8	80403CC8	8
rollvariant0_map_collision_data	.sdata2	MoveBG	rollvariant0_map_collision_data	8040E850	8	80413448	8	8040A998	8	80403CD0	8
rollvariant0_map_collision_info	.sdata2	MoveBG	rollvariant0_map_collision_info	8040E858	8	80413450	8	8040A9A0	8	80403CD8	8
rollvariant1_map_collision_data	.sdata2	MoveBG	rollvariant1_map_collision_data	8040E860	8	80413458	8	8040A9A8	8	80403CE0	8
rollvariant1_map_collision_info	.sdata2	MoveBG	rollvariant1_map_collision_info	8040E868	8	80413460	8	8040A9B0	8	80403CE8	8
rollvariant2_map_collision_data	.sdata2	MoveBG	rollvariant2_map_collision_data	8040E870	8	80413468	8	8040A9B8	8	80403CF0	8
rollvariant2_map_collision_info	.sdata2	MoveBG	rollvariant2_map_collision_info	8040E878	8	80413470	8	8040A9C0	8	80403CF8	8
rollvariant3_map_collision_data	.sdata2	MoveBG	rollvariant3_map_collision_data	8040E880	8	80413478	8	8040A9C8	8	80403D00	8
rollvariant3_map_collision_info	.sdata2	MoveBG	rollvariant3_map_collision_info	8040E888	8	80413480	8	8040A9D0	8	80403D08	8
rollvariant4_map_collision_data	.sdata2	MoveBG	rollvariant4_map_collision_data	8040E890	8	80413488	8	8040A9D8	8	80403D10	8
rollvariant4_map_collision_info	.sdata2	MoveBG	rollvariant4_map_collision_info	8040E898	8	80413490	8	8040A9E0	8	80403D18	8
lamptrapspike_anim_info	.sdata2	MoveBG	lamptrapspike_anim_info	8040E8A0	8	80413498	8	8040A9E8	8	80403D20	8
lamptrapiron_anim_info	.sdata2	MoveBG	lamptrapiron_anim_info	8040E8A8	8	804134A0	8	8040A9F0	8	80403D28	8
lamptrap_map_collision_data	.sdata2	MoveBG	lamptrap_map_collision_data	8040E8B0	8	804134A8	8	8040A9F8	8	80403D30	8
lamptrap_map_collision_info	.sdata2	MoveBG	lamptrap_map_collision_info	8040E8B8	8	804134B0	8	8040AA00	8	80403D38	8
airplane_map_collision_data	.sdata2	MoveBG	airplane_map_collision_data	8040E8C0	8	804134B8	8	8040AA08	8	80403D40	8
airplane_map_collision_info	.sdata2	MoveBG	airplane_map_collision_info	8040E8C8	8	804134C0	8	8040AA10	8	80403D48	8
WoodBox_anim_info	.sdata2	MoveBG	WoodBox_anim_info	8040E8D0	8	804134C8	8	8040AA18	8	80403D50	8
@3090	.sdata2	MoveBG	@3090	8040E8D8	7	804134D0	7	8040AA20	7	80403D58	7
WoodBoxNozzle_map_collision_data	.sdata2	MoveBG	WoodBoxNozzle_map_collision_data	8040E8E0	8	804134D8	8	8040AA28	8	80403D60	8
WoodBoxNozzle_map_collision_info	.sdata2	MoveBG	WoodBoxNozzle_map_collision_info	8040E8E8	8	804134E0	8	8040AA30	8	80403D68	8
@3091	.sdata2	MoveBG	@3091	8040E8F0	8	804134E8	8	8040AA38	8	80403D70	8
ice_car_anim_info	.sdata2	MoveBG	ice_car_anim_info	8040E8F8	8	804134F0	8	8040AA40	8	80403D78	8
@3095	.sdata2	MoveBG	@3095	8040E900	6	804134F8	6	8040AA48	6	80403D80	6
ice_car_map_collision_data	.sdata2	MoveBG	ice_car_map_collision_data	8040E908	8	80413500	8	8040AA50	8	80403D88	8
ice_car_map_collision_info	.sdata2	MoveBG	ice_car_map_collision_info	8040E910	8	80413508	8	8040AA58	8	80403D90	8
@3096	.sdata2	MoveBG	@3096	8040E918	8	80413510	8	8040AA60	8	80403D98	8
move_ice_car_map_collision_data	.sdata2	MoveBG	move_ice_car_map_collision_data	8040E920	8	80413518	8	8040AA68	8	80403DA0	8
move_ice_car_map_collision_info	.sdata2	MoveBG	move_ice_car_map_collision_info	8040E928	8	80413520	8	8040AA70	8	80403DA8	8
@3098	.sdata2	MoveBG	@3098	8040E930	5	80413528	5	8040AA78	5	80403DB0	5
AirportBuoy_map_collision_data	.sdata2	MoveBG	AirportBuoy_map_collision_data	8040E938	8	80413530	8	8040AA80	8	80403DB8	8
AirportBuoy_map_collision_info	.sdata2	MoveBG	AirportBuoy_map_collision_info	8040E940	8	80413538	8	8040AA88	8	80403DC0	8
@3100	.sdata2	MoveBG	@3100	8040E948	8	80413540	8	8040AA90	8	80403DC8	8
dptKing_map_collision_info	.sdata2	MoveBG	dptKing_map_collision_info	8040E950	8	80413548	8	8040AA98	8	80403DD0	8
KoopaJrSubmarine_map_collision_data	.sdata2	MoveBG	KoopaJrSubmarine_map_collision_data	8040E958	8	80413550	8	8040AAA0	8	80403DD8	8
KoopaJrSubmarine_map_collision_info	.sdata2	MoveBG	KoopaJrSubmarine_map_collision_info	8040E960	8	80413558	8	8040AAA8	8	80403DE0	8
monumentshine_anim_info	.sdata2	MoveBG	monumentshine_anim_info	8040E968	8	80413560	8	8040AAB0	8	80403DE8	8
belldolpic_anim_info	.sdata2	MoveBG	belldolpic_anim_info	8040E970	8	80413568	8	8040AAB8	8	80403DF0	8
DptWeathercock_anim_info	.sdata2	MoveBG	DptWeathercock_anim_info	8040E978	8	80413570	8	8040AAC0	8	80403DF8	8
DptMonteFence_map_collision_data	.sdata2	MoveBG	DptMonteFence_map_collision_data	8040E980	8	80413578	8	8040AAC8	8	80403E00	8
DptMonteFence_map_collision_info	.sdata2	MoveBG	DptMonteFence_map_collision_info	8040E988	8	80413580	8	8040AAD0	8	80403E08	8
DptCoronaFence_map_collision_data	.sdata2	MoveBG	DptCoronaFence_map_collision_data	8040E990	8	80413588	8	8040AAD8	8	80403E10	8
DptCoronaFence_map_collision_info	.sdata2	MoveBG	DptCoronaFence_map_collision_info	8040E998	8	80413590	8	8040AAE0	8	80403E18	8
MareGate_anim_info	.sdata2	MoveBG	MareGate_anim_info	8040E9A0	8	80413598	8	8040AAE8	8	80403E20	8
NozzleDoor_anim_info	.sdata2	MoveBG	NozzleDoor_anim_info	8040E9A8	8	804135A0	8	8040AAF0	8	80403E28	8
NozzleDoor_map_collision_data	.sdata2	MoveBG	NozzleDoor_map_collision_data	8040E9B0	8	804135A8	8	8040AAF8	8	80403E30	8
NozzleDoor_map_collision_info	.sdata2	MoveBG	NozzleDoor_map_collision_info	8040E9B8	8	804135B0	8	8040AB00	8	80403E38	8
DokanGate_anim_info	.sdata2	MoveBG	DokanGate_anim_info	8040E9C0	8	804135B8	8	8040AB08	8	80403E40	8
@3121	.sdata2	MoveBG	@3121	8040E9C8	6	804135C0	6	8040AB10	6	80403E48	6
crane_map_collision_data	.sdata2	MoveBG	crane_map_collision_data	8040E9D0	8	804135C8	8	8040AB18	8	80403E50	8
crane_map_collision_info	.sdata2	MoveBG	crane_map_collision_info	8040E9D8	8	804135D0	8	8040AB20	8	80403E58	8
crane90Scene2_map_collision_data	.sdata2	MoveBG	crane90Scene2_map_collision_data	8040E9E0	8	804135D8	8	8040AB28	8	80403E60	8
crane90Scene2_map_collision_info	.sdata2	MoveBG	crane90Scene2_map_collision_info	8040E9E8	8	804135E0	8	8040AB30	8	80403E68	8
crane180Scene1_map_collision_data	.sdata2	MoveBG	crane180Scene1_map_collision_data	8040E9F0	8	804135E8	8	8040AB38	8	80403E70	8
crane180Scene1_map_collision_info	.sdata2	MoveBG	crane180Scene1_map_collision_info	8040E9F8	8	804135F0	8	8040AB40	8	80403E78	8
crane_updown_map_collision_data	.sdata2	MoveBG	crane_updown_map_collision_data	8040EA00	8	804135F8	8	8040AB48	8	80403E80	8
crane_updown_map_collision_info	.sdata2	MoveBG	crane_updown_map_collision_info	8040EA08	8	80413600	8	8040AB50	8	80403E88	8
crane_cargo_map_collision_data	.sdata2	MoveBG	crane_cargo_map_collision_data	8040EA10	8	80413608	8	8040AB58	8	80403E90	8
crane_cargo_map_collision_info	.sdata2	MoveBG	crane_cargo_map_collision_info	8040EA18	8	80413610	8	8040AB60	8	80403E98	8
@3126	.sdata2	MoveBG	@3126	8040EA20	5	80413618	5	8040AB68	5	80403EA0	5
tank_map_collision_data	.sdata2	MoveBG	tank_map_collision_data	8040EA28	8	80413620	8	8040AB70	8	80403EA8	8
tank_map_collision_info	.sdata2	MoveBG	tank_map_collision_info	8040EA30	8	80413628	8	8040AB78	8	80403EB0	8
container_map_collision_data	.sdata2	MoveBG	container_map_collision_data	8040EA38	8	80413630	8	8040AB80	8	80403EB8	8
container_map_collision_info	.sdata2	MoveBG	container_map_collision_info	8040EA40	8	80413638	8	8040AB88	8	80403EC0	8
submarine_map_collision_info	.sdata2	MoveBG	submarine_map_collision_info	8040EA48	8	80413640	8	8040AB90	8	80403EC8	8
riccoShip_map_collision_data	.sdata2	MoveBG	riccoShip_map_collision_data	8040EA50	8	80413648	8	8040AB98	8	80403ED0	8
riccoShip_map_collision_info	.sdata2	MoveBG	riccoShip_map_collision_info	8040EA58	8	80413650	8	8040ABA0	8	80403ED8	8
riccoLog_map_collision_data	.sdata2	MoveBG	riccoLog_map_collision_data	8040EA60	8	80413658	8	8040ABA8	8	80403EE0	8
riccoLog_map_collision_info	.sdata2	MoveBG	riccoLog_map_collision_info	8040EA68	8	80413660	8	8040ABB0	8	80403EE8	8
gesoSurfboard_anim_info	.sdata2	MoveBG	gesoSurfboard_anim_info	8040EA70	8	80413668	8	8040ABB8	8	80403EF0	8
riccoShipLog_map_collision_data	.sdata2	MoveBG	riccoShipLog_map_collision_data	8040EA78	8	80413670	8	8040ABC0	8	80403EF8	8
riccoShipLog_map_collision_info	.sdata2	MoveBG	riccoShipLog_map_collision_info	8040EA80	8	80413678	8	8040ABC8	8	80403F00	8
riccoShipDol_map_collision_data	.sdata2	MoveBG	riccoShipDol_map_collision_data	8040EA88	8	80413680	8	8040ABD0	8	80403F08	8
riccoShipDol_map_collision_info	.sdata2	MoveBG	riccoShipDol_map_collision_info	8040EA90	8	80413688	8	8040ABD8	8	80403F10	8
riccoYachtL_map_collision_data	.sdata2	MoveBG	riccoYachtL_map_collision_data	8040EA98	8	80413690	8	8040ABE0	8	80403F18	8
riccoYachtL_map_collision_info	.sdata2	MoveBG	riccoYachtL_map_collision_info	8040EAA0	8	80413698	8	8040ABE8	8	80403F20	8
riccoYachtS_map_collision_data	.sdata2	MoveBG	riccoYachtS_map_collision_data	8040EAA8	8	804136A0	8	8040ABF0	8	80403F28	8
riccoYachtS_map_collision_info	.sdata2	MoveBG	riccoYachtS_map_collision_info	8040EAB0	8	804136A8	8	8040ABF8	8	80403F30	8
riccoBoatL_map_collision_data	.sdata2	MoveBG	riccoBoatL_map_collision_data	8040EAB8	8	804136B0	8	8040AC00	8	80403F38	8
riccoBoatL_map_collision_info	.sdata2	MoveBG	riccoBoatL_map_collision_info	8040EAC0	8	804136B8	8	8040AC08	8	80403F40	8
riccoBoatS_map_collision_data	.sdata2	MoveBG	riccoBoatS_map_collision_data	8040EAC8	8	804136C0	8	8040AC10	8	80403F48	8
riccoBoatS_map_collision_info	.sdata2	MoveBG	riccoBoatS_map_collision_info	8040EAD0	8	804136C8	8	8040AC18	8	80403F50	8
riccoBasket_map_collision_data	.sdata2	MoveBG	riccoBasket_map_collision_data	8040EAD8	8	804136D0	8	8040AC20	8	80403F58	8
riccoBasket_map_collision_info	.sdata2	MoveBG	riccoBasket_map_collision_info	8040EAE0	8	804136D8	8	8040AC28	8	80403F60	8
riccoGangway_map_collision_data	.sdata2	MoveBG	riccoGangway_map_collision_data	8040EAE8	8	804136E0	8	8040AC30	8	80403F68	8
riccoGangway_map_collision_info	.sdata2	MoveBG	riccoGangway_map_collision_info	8040EAF0	8	804136E8	8	8040AC38	8	80403F70	8
riccoShipFish_map_collision_data	.sdata2	MoveBG	riccoShipFish_map_collision_data	8040EAF8	8	804136F0	8	8040AC40	8	80403F78	8
riccoShipFish_map_collision_info	.sdata2	MoveBG	riccoShipFish_map_collision_info	8040EB00	8	804136F8	8	8040AC48	8	80403F80	8
riccoShipGeso_map_collision_data	.sdata2	MoveBG	riccoShipGeso_map_collision_data	8040EB08	8	80413700	8	8040AC50	8	80403F88	8
riccoShipGeso_map_collision_info	.sdata2	MoveBG	riccoShipGeso_map_collision_info	8040EB10	8	80413708	8	8040AC58	8	80403F90	8
riccoSwitch_map_collision_data	.sdata2	MoveBG	riccoSwitch_map_collision_data	8040EB18	8	80413710	8	8040AC60	8	80403F98	8
riccoSwitch_map_collision_info	.sdata2	MoveBG	riccoSwitch_map_collision_info	8040EB20	8	80413718	8	8040AC68	8	80403FA0	8
riccoFenceMaze_map_collision_data	.sdata2	MoveBG	riccoFenceMaze_map_collision_data	8040EB28	8	80413720	8	8040AC70	8	80403FA8	8
riccoFenceMaze_map_collision_info	.sdata2	MoveBG	riccoFenceMaze_map_collision_info	8040EB30	8	80413728	8	8040AC78	8	80403FB0	8
riccoStand_map_collision_data	.sdata2	MoveBG	riccoStand_map_collision_data	8040EB38	8	80413730	8	8040AC80	8	80403FB8	8
riccoStand_map_collision_info	.sdata2	MoveBG	riccoStand_map_collision_info	8040EB40	8	80413738	8	8040AC88	8	80403FC0	8
riccoGrille_map_collision_data	.sdata2	MoveBG	riccoGrille_map_collision_data	8040EB48	8	80413740	8	8040AC90	8	80403FC8	8
riccoGrille_map_collision_info	.sdata2	MoveBG	riccoGrille_map_collision_info	8040EB50	8	80413748	8	8040AC98	8	80403FD0	8
riccoArrow_map_collision_data	.sdata2	MoveBG	riccoArrow_map_collision_data	8040EB58	8	80413750	8	8040ACA0	8	80403FD8	8
riccoArrow_map_collision_info	.sdata2	MoveBG	riccoArrow_map_collision_info	8040EB60	8	80413758	8	8040ACA8	8	80403FE0	8
riccoStreetStall_map_collision_data	.sdata2	MoveBG	riccoStreetStall_map_collision_data	8040EB68	8	80413760	8	8040ACB0	8	80403FE8	8
riccoStreetStall_map_collision_info	.sdata2	MoveBG	riccoStreetStall_map_collision_info	8040EB70	8	80413768	8	8040ACB8	8	80403FF0	8
riccoHericopter_map_collision_data	.sdata2	MoveBG	riccoHericopter_map_collision_data	8040EB78	8	80413770	8	8040ACC0	8	80403FF8	8
riccoHericopter_map_collision_info	.sdata2	MoveBG	riccoHericopter_map_collision_info	8040EB80	8	80413778	8	8040ACC8	8	80404000	8
windmill_anim_info	.sdata2	MoveBG	windmill_anim_info	8040EB88	8	80413780	8	8040ACD0	8	80404008	8
windmill_map_collision_data	.sdata2	MoveBG	windmill_map_collision_data	8040EB90	8	80413788	8	8040ACD8	8	80404010	8
windmill_map_collision_info	.sdata2	MoveBG	windmill_map_collision_info	8040EB98	8	80413790	8	8040ACE0	8	80404018	8
MiniWindmillL_map_collision_data	.sdata2	MoveBG	MiniWindmillL_map_collision_data	8040EBA0	8	80413798	8	8040ACE8	8	80404020	8
MiniWindmillL_map_collision_info	.sdata2	MoveBG	MiniWindmillL_map_collision_info	8040EBA8	8	804137A0	8	8040ACF0	8	80404028	8
MiniWindmillS_map_collision_data	.sdata2	MoveBG	MiniWindmillS_map_collision_data	8040EBB0	8	804137A8	8	8040ACF8	8	80404030	8
MiniWindmillS_map_collision_info	.sdata2	MoveBG	MiniWindmillS_map_collision_info	8040EBB8	8	804137B0	8	8040AD00	8	80404038	8
windmill_roof_map_collision_data	.sdata2	MoveBG	windmill_roof_map_collision_data	8040EBC0	8	804137B8	8	8040AD08	8	80404040	8
windmill_roof_map_collision_info	.sdata2	MoveBG	windmill_roof_map_collision_info	8040EBC8	8	804137C0	8	8040AD10	8	80404048	8
lamp_bianco_anim_info	.sdata2	MoveBG	lamp_bianco_anim_info	8040EBD0	8	804137C8	8	8040AD18	8	80404050	8
lamp_bianco_map_collision_info	.sdata2	MoveBG	lamp_bianco_map_collision_info	8040EBD8	8	804137D0	8	8040AD20	8	80404058	8
RootPakkun_map_collision_data	.sdata2	MoveBG	RootPakkun_map_collision_data	8040EBE0	8	804137D8	8	8040AD28	8	80404060	8
RootPakkun_map_collision_info	.sdata2	MoveBG	RootPakkun_map_collision_info	8040EBE8	8	804137E0	8	8040AD30	8	80404068	8
windmill_block_map_collision_data	.sdata2	MoveBG	windmill_block_map_collision_data	8040EBF0	8	804137E8	8	8040AD38	8	80404070	8
windmill_block_map_collision_info	.sdata2	MoveBG	windmill_block_map_collision_info	8040EBF8	8	804137F0	8	8040AD40	8	80404078	8
BiaBell_anim_info	.sdata2	MoveBG	BiaBell_anim_info	8040EC00	8	804137F8	8	8040AD48	8	80404080	8
@3174	.sdata2	MoveBG	@3174	8040EC08	8	80413800	8	8040AD50	8	80404088	8
watermill00_anim_info	.sdata2	MoveBG	watermill00_anim_info	8040EC10	8	80413808	8	8040AD58	8	80404090	8
BiaWatermill01_map_collision_data	.sdata2	MoveBG	BiaWatermill01_map_collision_data	8040EC18	8	80413810	8	8040AD60	8	80404098	8
BiaWatermill01_map_collision_info	.sdata2	MoveBG	BiaWatermill01_map_collision_info	8040EC20	8	80413818	8	8040AD68	8	804040A0	8
BiaWatermillVertical_map_collision_data	.sdata2	MoveBG	BiaWatermillVertical_map_collision_data	8040EC28	8	80413820	8	8040AD70	8	804040A8	8
BiaWatermillVertical_map_collision_info	.sdata2	MoveBG	BiaWatermillVertical_map_collision_info	8040EC30	8	80413828	8	8040AD78	8	804040B0	8
BiaTurnBridge_map_collision_data	.sdata2	MoveBG	BiaTurnBridge_map_collision_data	8040EC38	8	80413830	8	8040AD80	8	804040B8	8
BiaTurnBridge_map_collision_info	.sdata2	MoveBG	BiaTurnBridge_map_collision_info	8040EC40	8	80413838	8	8040AD88	8	804040C0	8
LeafBoat_map_collision_data	.sdata2	MoveBG	LeafBoat_map_collision_data	8040EC48	8	80413840	8	8040AD90	8	804040C8	8
LeafBoat_map_collision_info	.sdata2	MoveBG	LeafBoat_map_collision_info	8040EC50	8	80413848	8	8040AD98	8	804040D0	8
LampSeesaw_anim_info	.sdata2	MoveBG	LampSeesaw_anim_info	8040EC58	8	80413850	8	8040ADA0	8	804040D8	8
LampSeesaw_map_collision_data	.sdata2	MoveBG	LampSeesaw_map_collision_data	8040EC60	8	80413858	8	8040ADA8	8	804040E0	8
LampSeesaw_map_collision_info	.sdata2	MoveBG	LampSeesaw_map_collision_info	8040EC68	8	80413860	8	8040ADB0	8	804040E8	8
@3184	.sdata2	MoveBG	@3184	8040EC70	8	80413868	8	8040ADB8	8	804040F0	8
BiancoDoor_map_collision_data	.sdata2	MoveBG	BiancoDoor_map_collision_data	8040EC78	8	80413870	8	8040ADC0	8	804040F8	8
BiancoDoor_map_collision_info	.sdata2	MoveBG	BiancoDoor_map_collision_info	8040EC80	8	80413878	8	8040ADC8	8	80404100	8
BiaBridge_map_collision_data	.sdata2	MoveBG	BiaBridge_map_collision_data	8040EC88	8	80413880	8	8040ADD0	8	80404108	8
BiaBridge_map_collision_info	.sdata2	MoveBG	BiaBridge_map_collision_info	8040EC90	8	80413888	8	8040ADD8	8	80404110	8
SandBird_anim_info	.sdata2	MoveBG	SandBird_anim_info	8040EC98	8	80413890	8	8040ADE0	8	80404118	8
SandBirdBlock_map_collision_info	.sdata2	MoveBG	SandBirdBlock_map_collision_info	8040ECA0	8	80413898	8	8040ADE8	8	80404120	8
SkyIsland_anim_info	.sdata2	MoveBG	SkyIsland_anim_info	8040ECA8	8	804138A0	8	8040ADF0	8	80404128	8
SkyIsland_map_collision_data	.sdata2	MoveBG	SkyIsland_map_collision_data	8040ECB0	8	804138A8	8	8040ADF8	8	80404130	8
SkyIsland_map_collision_info	.sdata2	MoveBG	SkyIsland_map_collision_info	8040ECB8	8	804138B0	8	8040AE00	8	80404138	8
SandLeaf_anim_info	.sdata2	MoveBG	SandLeaf_anim_info	8040ECC0	8	804138B8	8	8040AE08	8	80404140	8
SandLeafBase00_anim_info	.sdata2	MoveBG	SandLeafBase00_anim_info	8040ECC8	8	804138C0	8	8040AE10	8	80404148	8
SandLeafBase00_map_collision_info	.sdata2	MoveBG	SandLeafBase00_map_collision_info	8040ECD0	8	804138C8	8	8040AE18	8	80404150	8
SandLeafBase01_anim_info	.sdata2	MoveBG	SandLeafBase01_anim_info	8040ECD8	8	804138D0	8	8040AE20	8	80404158	8
SandLeafBase01_map_collision_info	.sdata2	MoveBG	SandLeafBase01_map_collision_info	8040ECE0	8	804138D8	8	8040AE28	8	80404160	8
SandLeafBase02_anim_info	.sdata2	MoveBG	SandLeafBase02_anim_info	8040ECE8	8	804138E0	8	8040AE30	8	80404168	8
SandLeafBase02_map_collision_info	.sdata2	MoveBG	SandLeafBase02_map_collision_info	8040ECF0	8	804138E8	8	8040AE38	8	80404170	8
SandLeafBase03_anim_info	.sdata2	MoveBG	SandLeafBase03_anim_info	8040ECF8	8	804138F0	8	8040AE40	8	80404178	8
SandLeafBase03_map_collision_info	.sdata2	MoveBG	SandLeafBase03_map_collision_info	8040ED00	8	804138F8	8	8040AE48	8	80404180	8
SandBomb_anim_info	.sdata2	MoveBG	SandBomb_anim_info	8040ED08	8	80413900	8	8040AE50	8	80404188	8
@3213	.sdata2	MoveBG	@3213	8040ED10	8	80413908	8	8040AE58	8	80404190	8
mirror_L_map_collision_info	.sdata2	MoveBG	mirror_L_map_collision_info	8040ED18	8	80413910	8	8040AE60	8	80404198	8
@3214	.sdata2	MoveBG	@3214	8040ED20	8	80413918	8	8040AE68	8	804041A0	8
mirror_M_map_collision_info	.sdata2	MoveBG	mirror_M_map_collision_info	8040ED28	8	80413920	8	8040AE70	8	804041A8	8
@3215	.sdata2	MoveBG	@3215	8040ED30	8	80413928	8	8040AE78	8	804041B0	8
mirrorS_map_collision_info	.sdata2	MoveBG	mirrorS_map_collision_info	8040ED38	8	80413930	8	8040AE80	8	804041B8	8
SandCastle_anim_info	.sdata2	MoveBG	SandCastle_anim_info	8040ED40	8	80413938	8	8040AE88	8	804041C0	8
SandCastle_map_collision_info	.sdata2	MoveBG	SandCastle_map_collision_info	8040ED48	8	80413940	8	8040AE90	8	804041C8	8
MammaBlockRotate_map_collision_info	.sdata2	MoveBG	MammaBlockRotate_map_collision_info	8040ED50	8	80413948	8	8040AE98	8	804041D0	8
SandEgg_map_collision_data	.sdata2	MoveBG	SandEgg_map_collision_data	8040ED58	8	80413950	8	8040AEA0	8	804041D8	8
SandEgg_map_collision_info	.sdata2	MoveBG	SandEgg_map_collision_info	8040ED60	8	80413958	8	8040AEA8	8	804041E0	8
SandEggBroken_map_collision_data	.sdata2	MoveBG	SandEggBroken_map_collision_data	8040ED68	8	80413960	8	8040AEB0	8	804041E8	8
SandEggBroken_map_collision_info	.sdata2	MoveBG	SandEggBroken_map_collision_info	8040ED70	8	80413968	8	8040AEB8	8	804041F0	8
MammaSurfboardStand_map_collision_data	.sdata2	MoveBG	MammaSurfboardStand_map_collision_data	8040ED78	8	80413970	8	8040AEC0	8	804041F8	8
MammaSurfboardStand_map_collision_info	.sdata2	MoveBG	MammaSurfboardStand_map_collision_info	8040ED80	8	80413978	8	8040AEC8	8	80404200	8
MammaYacht00_map_collision_data	.sdata2	MoveBG	MammaYacht00_map_collision_data	8040ED88	8	80413980	8	8040AED0	8	80404208	8
MammaYacht00_map_collision_info	.sdata2	MoveBG	MammaYacht00_map_collision_info	8040ED90	8	80413988	8	8040AED8	8	80404210	8
MammaYacht01_map_collision_data	.sdata2	MoveBG	MammaYacht01_map_collision_data	8040ED98	8	80413990	8	8040AEE0	8	80404218	8
MammaYacht01_map_collision_info	.sdata2	MoveBG	MammaYacht01_map_collision_info	8040EDA0	8	80413998	8	8040AEE8	8	80404220	8
MammaYacht02_map_collision_data	.sdata2	MoveBG	MammaYacht02_map_collision_data	8040EDA8	8	804139A0	8	8040AEF0	8	80404228	8
